Session,Na,Nu,d13Cwg_VPDB,d18Owg_VSMOW,r_d13C,r_d18O,r_D47,a ± SE,1e3 x b ± SE,c ± SE
20210517,16,13,-2.729,25.731,0.0099,0.0452,0.0454,0.957 ± 0.054,-0.825 ± 0.567,-0.885 ± 0.022
