,d45,d46,d47,d48,d49
0,8.083327960575426,26.840095164419875,34.229668323914275,53.84398108279953,-30.159489153638972
1,8.072911569436236,26.83567638131512,34.48665707499643,53.68848391905745,-13.178323604024044
2,8.066312551632926,26.826958547300883,34.519556549746255,53.85853055818646,-17.98494721945987
3,8.060012998218236,26.821254925344817,34.49670883389566,53.76710878167002,-8.8840633288344
4,8.064490877209618,26.814531763232672,34.49743547815998,53.88669594467665,-19.344059166939598
5,8.081853539664952,26.834753898737684,34.38991286084647,54.22915866720679,-36.37067269185912
6,8.077490683508826,26.819066998611476,34.39478893988923,54.611036659003354,-13.939540267028594
7,8.07890329205585,26.81178623601088,34.447727124650385,53.943541656226614,-9.429802728059379
8,8.070338536263266,26.815252766100084,34.43303237336748,53.692780823238365,-7.713271068591654
9,8.070104595494065,26.822458155914664,34.28458092851039,53.70176127326553,-16.12390633900107
10,8.063065096828748,26.821300262214187,34.51121312108762,53.8718329552681,-32.6010457693564
11,8.078899159500219,26.83007151676664,34.49898215455072,54.05540722496549,-39.4601079921838
12,8.060383428249551,26.81459018482446,34.384782982712636,53.93884751389555,-29.433601396199993
13,8.063225519634232,26.809672035803533,34.527501279749906,54.06638626614524,-29.418645879776495
14,8.065978357540526,26.80066442907303,34.3756539247635,53.92555268351762,-11.240734417402809
15,8.0673132261464,26.802341501453775,34.43690401895161,53.848082878745544,-32.39437062967498
16,8.070825789129321,26.810237509761414,34.38963443647714,54.02063885044672,-18.498393792928947
17,8.064755437766635,26.808035947994526,34.46850339244767,53.25698191684158,-1.7683210412058337
18,8.06633795736511,26.816577286893573,34.47649192575986,53.50115690506519,-17.753695506538826
19,8.064645648392155,26.80279205265146,34.277495620942844,53.57566604211428,-39.526720759994745
20,8.081313381729238,26.805174796943774,34.334325916666856,54.03988836461559,-14.52178996323783
21,8.072147679052843,26.81509551010852,34.39335961220414,53.940243561051425,-39.123198191396426
22,8.06456680462131,26.801752101717646,34.24615751675919,53.21675719089147,-43.58770873164808
23,8.066078102186847,26.794953060064408,34.34310257567108,53.34269679542069,-38.37301728784836
24,8.061202383316202,26.784900338913786,34.32677852798571,53.498896360966164,-49.35752656820358
25,8.063209524548087,26.794962157040914,34.40423692773531,53.65331427512721,-20.28679719247961
26,8.066329995952914,26.808161894018134,34.43971777744137,53.87611490459365,-36.46697982420599
27,8.072898483898694,26.811026030546525,34.391241951359234,53.42285362840404,-29.75234906437052
28,8.068031041742252,26.80791417823447,34.326929600583924,54.35880593813857,-44.829392947606905
29,8.065161517740727,26.787571985115832,34.38792741831698,54.15941428678717,-18.630062464244812
30,8.062453210578191,26.801436589503513,34.27732173287845,53.69039276397491,-48.131862826030655
31,8.079379735817849,26.801573026875136,34.30775501623984,53.661831281675006,-28.080224905379648
32,8.067350468744738,26.791068039978327,34.40986031283755,53.77538380113522,-41.79827300777739
33,8.071008750386799,26.800263878117292,34.47577701744153,54.23353546791665,-32.547942016778464
34,8.062554946333567,26.79489252634859,34.349671115347256,53.33633265435211,-1.9546403744419294
35,8.062402536934021,26.803416872116294,34.26440639241113,53.503858991936326,-14.832164744632227
36,8.06110728297127,26.796743723052963,34.38038927966369,54.04719631194066,-45.56526806474326
37,8.070282636793547,26.767184036974534,34.435962358449586,53.6242881008091,-36.271261462158755
38,8.060587976633782,26.773391013482417,34.4518292589584,52.95164345400072,-18.506657578635235
39,8.067959524502122,26.77737075657305,34.401412713747526,53.63416625954298,-42.62620577697385
40,8.061367668111608,26.785798175842366,34.04540017363544,52.77586129165135,-30.935461215969575
41,3.1253694052315595,10.361124325303894,15.107973054794721,23.544016828035197,115.22043199328746
42,8.060512878447446,26.779932453464774,34.157195322616744,53.430844613566734,-41.551112678026136
43,8.072544317897279,26.780648184583367,34.4280975190463,53.79785818426441,-46.58415202185739
44,8.062850548335554,26.7675284289024,34.434552200606205,54.14082899346884,-53.9362248400832
45,8.07032348523129,26.788615682496797,34.37587881186177,53.8823623265392,-34.608496108398334
46,8.063763970910465,26.768835107008783,34.462171441900225,53.58861810027271,-37.52546019724379
47,8.059180500632035,26.760535682383015,34.343588607520736,53.2630783408039,-19.378416674517563
48,8.069305865087806,26.76903470253911,34.35862295698344,53.47121943320254,-37.270650490302536
49,8.061949659283751,26.778022023407733,34.39725558051543,53.89751035822932,-43.995745102513254
50,8.065521193848957,26.78056265211426,34.17093939801763,54.08374266874283,-21.147264530451015
51,8.05622394507477,26.773897114473755,34.23071359401675,53.540931342093586,-24.380322249277885
52,8.058101457896427,26.7788589409359,34.32964009610995,53.17684684821078,-27.384302986780185
53,8.069452814532863,26.781078729730456,34.343573626974155,54.057754119650745,-33.15238159703715
54,8.06236904597335,26.756364153606604,34.22379110780871,53.36368012089787,-51.36889732000305
55,8.070257988002538,26.777592279935813,34.212343802204174,52.848809842990896,-54.008716918686915
56,8.057743866208167,26.772186941541598,34.442160212152515,53.55739290573203,-45.64029759904853
57,8.057804814739722,26.758493254914086,34.29929345156113,54.102392028860805,-35.55983951166986
58,8.068926281469047,26.771825940589355,34.16310269724065,54.34846004559901,-24.158724018014887
59,8.054694972273513,26.74866183474589,34.15633062156908,54.76220750261396,-39.507703820707896
